record_version,record_number,record_timestamp,aux_timestamp,mag_uT_x,mag_uT_y,mag_uT_z,aux_flags
2,0,1757714085060,1757714085227,-581,9751,-2355,7
2,2,1757714085393,1757714085555,-605,9757,-2363,31
2,2,1757714085393,1757714085555,-605,9757,-2363,31
2,3,1757714085560,1757714085684,-612,9703,-2423,31
2,4,1757714085726,1757714085833,-591,9779,-2301,31
2,5,1757714085893,1757714086042,-608,9745,-2360,31
2,6,1757714086060,1757714086242,-595,9748,-2345,31
2,7,1757714086226,1757714086392,-591,9753,-2316,31
2,8,1757714086393,1757714086392,-591,9753,-2316,31
2,9,1757714086560,1757714086392,-591,9753,-2316,31
2,10,1757714086726,1757714086874,-591,9753,-2316,31
2,11,1757714086893,1757714087082,-627,9758,-2285,31
2,12,1757714087060,1757714087231,-587,9765,-2310,31
2,13,1757714087226,1757714087431,-590,9742,-2403,31
2,14,1757714087393,1757714087431,-590,9742,-2403,31
2,15,1757714087560,1757714087431,-590,9742,-2403,31
2,16,1757714087726,1757714087890,-590,9742,-2403,31
2,17,1757714087893,1757714088100,-598,9736,-2386,31
2,18,1757714088060,1757714088249,-593,9748,-2367,31
2,19,1757714088226,1757714088456,-583,9753,-2334,31
2,20,1757714088393,1757714088456,-583,9753,-2334,31
2,22,1757714088726,1757714088908,-583,9753,-2334,31
2,22,1757714088726,1757714088908,-583,9753,-2334,31
2,23,1757714088893,1757714089116,-606,9741,-2346,31
2,24,1757714089060,1757714089264,-578,9755,-2369,31
2,25,1757714089226,1757714089414,-615,9759,-2369,31
2,26,1757714089393,1757714089414,-615,9759,-2369,31
2,27,1757714089560,1757714089414,-615,9759,-2369,31
2,28,1757714089726,1757714089926,-615,9759,-2369,31
2,29,1757714089893,1757714090137,-597,9744,-2355,31
2,30,1757714090060,1757714090285,-596,9736,-2347,31
2,31,1757714090226,1757714090435,-597,9729,-2287,31
2,32,1757714090393,1757714090543,-573,9748,-2343,31
2,33,1757714090560,1757714090543,-573,9748,-2343,31
2,34,1757714090726,1757714090942,-573,9748,-2343,31
2,35,1757714090893,1757714091141,-594,9713,-2332,31
2,36,1757714091060,1757714091290,-596,9705,-2319,31
2,37,1757714091226,1757714091447,-571,9690,-2339,31
2,38,1757714091393,1757714091495,-583,9691,-2347,31
2,39,1757714091560,1757714091495,-583,9691,-2347,31
2,40,1757714091726,1757714091958,-583,9691,-2347,31
2,41,1757714091893,1757714092057,-594,9721,-2348,31
2,42,1757714092060,1757714092315,-576,9724,-2342,31
2,43,1757714092226,1757714092463,-582,9726,-2333,31
2,44,1757714092393,1757714092512,-583,9696,-2280,31
2,45,1757714092560,1757714092512,-583,9696,-2280,31
2,46,1757714092726,1757714092975,-583,9696,-2280,31
2,47,1757714092893,1757714093082,-596,9699,-2326,31
2,48,1757714093060,1757714093331,-605,9709,-2316,31
2,49,1757714093226,1757714093480,-587,9728,-2371,31
2,50,1757714093393,1757714093528,-592,9707,-2323,31
2,51,1757714093560,1757714093528,-592,9707,-2323,31
2,52,1757714093726,1757714093991,-592,9707,-2323,31
2,53,1757714093893,1757714094097,-603,9711,-2314,31
2,54,1757714094060,1757714094348,-592,9695,-2317,31
2,55,1757714094226,1757714094504,-601,9700,-2311,31
2,56,1757714094393,1757714094654,-586,9744,-2378,31
2,57,1757714094560,1757714094654,-586,9744,-2378,31
2,59,1757714094893,1757714095107,-583,9732,-2353,31
2,59,1757714094893,1757714095107,-583,9732,-2353,31
2,60,1757714095060,1757714095366,-585,9733,-2309,31
2,61,1757714095226,1757714095514,-585,9723,-2372,31
2,62,1757714095393,1757714095664,-584,9742,-2345,31
2,63,1757714095560,1757714095664,-584,9742,-2345,31
2,64,1757714095726,1757714096025,-584,9742,-2345,31
2,65,1757714095893,1757714096133,-603,9723,-2358,31
2,66,1757714096060,1757714096281,-609,9736,-2362,31
2,67,1757714096226,1757714096529,-622,9704,-2412,31
2,68,1757714096393,1757714096578,-611,9730,-2394,31
2,69,1757714096560,1757714096578,-611,9730,-2394,31
2,70,1757714096726,1757714097045,-611,9730,-2394,31
2,71,1757714096893,1757714097204,-608,9728,-2340,31
2,72,1757714097060,1757714097354,-580,9710,-2347,31
2,73,1757714097226,1757714097504,-629,9714,-2399,31
2,74,1757714097393,1757714097713,-602,9726,-2350,31
2,75,1757714097560,1757714097713,-602,9726,-2350,31
2,76,1757714097726,1757714098061,-602,9726,-2350,31
2,77,1757714097893,1757714098159,-587,9731,-2360,31
2,78,1757714098060,1757714098316,-599,9725,-2381,31
2,79,1757714098226,1757714098567,-593,9724,-2361,31
2,81,1757714098560,1757714098715,-592,9725,-2427,31
2,81,1757714098560,1757714098715,-592,9725,-2427,31
2,82,1757714098726,1757714098715,-592,9725,-2427,31
2,83,1757714098893,1757714099184,-564,9712,-2369,31
2,84,1757714099060,1757714099332,-597,9716,-2364,31
2,85,1757714099226,1757714099481,-595,9717,-2369,31
2,86,1757714099393,1757714099731,-605,9720,-2369,31
2,87,1757714099560,1757714099889,-591,9740,-2374,31
2,88,1757714099726,1757714099889,-591,9740,-2374,31
2,89,1757714099893,1757714100191,-590,9735,-2383,31
2,90,1757714100060,1757714100340,-590,9732,-2366,31
2,91,1757714100226,1757714100490,-583,9736,-2366,31
2,92,1757714100393,1757714100749,-602,9730,-2343,31
2,93,1757714100560,1757714100899,-591,9734,-2411,31
2,94,1757714100726,1757714100949,-593,9718,-2345,31
2,95,1757714100893,1757714101210,-612,9745,-2323,31
2,96,1757714101060,1757714101419,-595,9720,-2337,31
2,97,1757714101226,1757714101569,-598,9740,-2368,31
2,98,1757714101393,1757714101771,-600,9736,-2289,31
2,99,1757714101560,1757714101870,-594,9739,-2290,31
2,100,1757714101726,1757714101870,-594,9739,-2290,31
2,101,1757714101893,1757714102235,-611,9738,-2350,31
2,102,1757714102060,1757714102384,-612,9742,-2292,31
2,103,1757714102226,1757714102584,-609,9738,-2308,31
2,104,1757714102393,1757714102734,-589,9742,-2316,31
2,105,1757714102560,1757714102943,-599,9737,-2246,31
2,106,1757714102726,1757714103043,-604,9726,-2361,31
2,107,1757714102893,1757714103243,-585,9709,-2351,31
2,108,1757714103060,1757714103443,-599,9726,-2366,31
2,109,1757714103226,1757714103594,-604,9735,-2356,31
2,110,1757714103393,1757714103751,-579,9737,-2344,31
2,111,1757714103560,1757714103951,-570,9725,-2351,31
2,112,1757714103726,1757714104051,-596,9714,-2413,31
2,113,1757714103893,1757714104259,-597,9724,-2428,31
2,114,1757714104060,1757714104407,-584,9704,-2416,31
2,115,1757714104226,1757714104565,-585,9712,-2447,31
2,116,1757714104393,1757714104713,-601,9705,-2417,31
2,117,1757714104560,1757714104963,-583,9731,-2391,31
2,118,1757714104726,1757714105111,-598,9711,-2414,31
2,119,1757714104893,1757714105287,-602,9730,-2397,31
2,120,1757714105060,1757714105488,-603,9701,-2380,31
2,121,1757714105226,1757714105588,-602,9721,-2370,31
2,122,1757714105393,1757714105788,-602,9724,-2374,31
2,123,1757714105560,1757714105938,-593,9712,-2415,31
2,124,1757714105726,1757714106147,-596,9720,-2335,31
2,125,1757714105893,1757714106293,-601,9719,-2343,31
2,126,1757714106060,1757714106442,-588,9716,-2363,31
2,127,1757714106226,1757714106642,-594,9729,-2309,31
2,128,1757714106393,1757714106800,-616,9718,-2374,31
2,129,1757714106560,1757714106996,-591,9735,-2344,31
2,130,1757714106726,1757714107144,-613,9718,-2341,31
2,131,1757714106893,1757714107309,-601,9713,-2372,31
2,132,1757714107060,1757714107457,-592,9707,-2329,31
2,134,1757714107393,1757714107816,-587,9740,-2324,31
2,134,1757714107393,1757714107816,-587,9740,-2324,31
2,135,1757714107560,1757714107966,-583,9755,-2338,31
2,136,1757714107726,1757714108166,-592,9752,-2305,31
2,137,1757714107893,1757714108275,-607,9726,-2293,31
2,138,1757714108060,1757714108275,-607,9726,-2293,31
2,139,1757714108226,1757714108275,-607,9726,-2293,31
2,140,1757714108393,1757714108836,-578,9743,-2331,31
2,141,1757714108560,1757714108986,-585,9732,-2347,31
2,142,1757714108726,1757714109198,-592,9734,-2356,31
2,144,1757714109060,1757714109346,-588,9727,-2321,31
2,144,1757714109060,1757714109346,-588,9727,-2321,31
2,145,1757714109226,1757714109346,-588,9727,-2321,31
2,146,1757714109393,1757714109852,-587,9738,-2350,31
2,147,1757714109560,1757714110012,-596,9718,-2278,31
2,148,1757714109726,1757714110161,-583,9719,-2286,31
2,149,1757714109893,1757714110260,-598,9742,-2281,31
2,150,1757714110060,1757714110260,-598,9742,-2281,31
2,151,1757714110226,1757714110260,-598,9742,-2281,31
2,152,1757714110393,1757714110879,-598,9724,-2335,31
2,153,1757714110560,1757714111026,-593,9727,-2313,31
2,154,1757714110726,1757714111174,-598,9741,-2310,31
2,155,1757714110893,1757714111322,-606,9732,-2322,31
2,156,1757714111060,1757714111322,-606,9732,-2322,31
2,157,1757714111226,1757714111322,-606,9732,-2322,31
2,158,1757714111393,1757714111895,-589,9730,-2224,31
2,159,1757714111560,1757714112043,-596,9742,-2357,31
2,160,1757714111726,1757714112202,-592,9747,-2363,31
2,161,1757714111893,1757714112351,-577,9755,-2311,31
2,162,1757714112060,1757714112351,-577,9755,-2311,31
2,163,1757714112226,1757714112351,-577,9755,-2311,31
2,164,1757714112393,1757714112904,-594,9745,-2283,31
2,165,1757714112560,1757714113011,-588,9718,-2374,31
2,166,1757714112726,1757714113160,-583,9742,-2372,31
2,167,1757714112893,1757714113412,-616,9743,-2373,31
2,168,1757714113060,1757714113511,-606,9731,-2365,31
2,169,1757714113226,1757714113511,-606,9731,-2365,31
2,170,1757714113393,1757714113927,-610,9766,-2363,31
2,171,1757714113560,1757714114076,-611,9750,-2355,31
2,172,1757714113726,1757714114224,-619,9757,-2325,31
2,173,1757714113893,1757714114372,-608,9767,-2337,31
2,174,1757714114060,1757714114529,-606,9740,-2355,31
2,175,1757714114226,1757714114529,-606,9740,-2355,31
2,176,1757714114393,1757714114936,-593,9734,-2296,31
2,177,1757714114560,1757714115035,-602,9739,-2319,31
2,178,1757714114726,1757714115194,-583,9755,-2381,31
2,179,1757714114893,1757714115446,-603,9760,-2375,31
2,180,1757714115060,1757714115545,-604,9745,-2348,31
2,181,1757714115226,1757714115545,-604,9745,-2348,31
2,183,1757714115560,1757714116063,-604,9734,-2409,31
2,183,1757714115560,1757714116063,-604,9734,-2409,31
2,184,1757714115726,1757714116211,-600,9744,-2315,31
2,185,1757714115893,1757714116359,-603,9736,-2336,31
2,186,1757714116060,1757714116507,-614,9735,-2313,31
