record_version,record_number,record_timestamp,aux_timestamp,ir_object_temp_cC,ir_ambient_temp_cC,aux_flags
2,0,1757714266109,1757714266273,0,0,7
2,1,1757714266275,1757714266496,0,-1,31
2,2,1757714266442,1757714266598,0,-1,31
2,3,1757714266609,1757714266746,0,-1,31
2,4,1757714266775,1757714266896,0,-1,31
2,5,1757714266942,1757714267107,0,-1,31
2,5,1757714266942,1757714267107,0,-1,31
2,6,1757714267109,1757714267205,0,-1,31
2,7,1757714267275,1757714267355,0,-1,31
2,8,1757714267442,1757714267355,0,-1,31
2,9,1757714267609,1757714267355,0,-1,31
2,10,1757714267775,1757714267924,0,-1,31
2,11,1757714267942,1757714268121,0,-1,31
2,12,1757714268109,1757714268220,0,-1,31
2,13,1757714268275,1757714268370,0,-1,31
2,14,1757714268442,1757714268370,0,-1,31
2,16,1757714268775,1757714268942,0,-1,31
2,16,1757714268775,1757714268942,0,-1,31
2,17,1757714268942,1757714269091,0,-1,31
2,18,1757714269109,1757714269289,0,-1,31
2,19,1757714269275,1757714269399,0,-1,31
2,20,1757714269442,1757714269399,0,-1,31
2,22,1757714269775,1757714269951,0,-1,31
2,23,1757714269942,1757714270108,0,-1,31
2,24,1757714270109,1757714270309,0,-1,31
2,25,1757714270275,1757714270408,0,-1,31
2,26,1757714270442,1757714270408,0,-1,31
2,27,1757714270609,1757714270408,0,-1,31
2,28,1757714270775,1757714270973,0,-1,31
2,29,1757714270942,1757714271122,0,-1,31
2,30,1757714271109,1757714271320,0,-1,31
2,30,1757714271109,1757714271320,0,-1,31
2,32,1757714271442,1757714271419,0,-1,31
2,32,1757714271442,1757714271419,0,-1,31
2,34,1757714271775,1757714271933,0,-1,31
2,35,1757714271942,1757714272143,0,-1,31
2,36,1757714272109,1757714272292,0,-1,31
2,37,1757714272275,1757714272492,0,-1,31
2,38,1757714272442,1757714272641,0,-1,31
2,39,1757714272609,1757714272839,0,-1,31
2,40,1757714272775,1757714272938,0,-1,31
2,40,1757714272775,1757714272938,0,-1,31
2,41,1757714272942,1757714273139,0,-1,31
2,42,1757714273109,1757714273296,0,-1,31
2,43,1757714273275,1757714273496,0,-1,31
2,45,1757714273609,1757714273496,0,-1,31
2,46,1757714273775,1757714273966,0,-1,31
2,47,1757714273942,1757714274174,0,-1,31
2,48,1757714274109,1757714274323,0,-1,31
2,49,1757714274275,1757714274473,0,-1,31
2,50,1757714274442,1757714274573,0,-1,31
2,51,1757714274609,1757714274573,0,-1,31
2,52,1757714274775,1757714274984,0,-1,31
2,53,1757714274942,1757714275194,0,-1,31
2,54,1757714275109,1757714275343,0,-1,31
2,55,1757714275275,1757714275503,0,-1,31
2,56,1757714275442,1757714275603,0,-1,31
2,57,1757714275609,1757714275603,0,-1,31
2,58,1757714275775,1757714276000,0,-1,31
2,59,1757714275942,1757714276200,0,-1,31
2,60,1757714276109,1757714276357,0,-1,31
2,61,1757714276275,1757714276505,0,-1,31
2,62,1757714276442,1757714276554,0,-1,31
2,63,1757714276609,1757714276554,0,-1,31
2,64,1757714276775,1757714277017,0,-1,31
2,65,1757714276942,1757714277123,0,-1,31
2,66,1757714277109,1757714277372,0,-1,31
2,67,1757714277275,1757714277520,0,-1,31
2,68,1757714277442,1757714277567,0,-1,31
2,68,1757714277442,1757714277567,0,-1,31
2,70,1757714277775,1757714278033,0,-1,31
2,70,1757714277775,1757714278033,0,-1,31
2,71,1757714277942,1757714278140,0,-1,31
2,72,1757714278109,1757714278389,0,-1,31
2,73,1757714278275,1757714278538,0,-1,31
2,75,1757714278609,1757714278586,0,-1,31
2,76,1757714278775,1757714279050,0,-1,31
2,77,1757714278942,1757714279148,0,-1,31
2,78,1757714279109,1757714279407,0,-1,31
2,79,1757714279275,1757714279555,0,-1,31
2,80,1757714279442,1757714279705,0,-1,31
2,81,1757714279609,1757714279705,0,-1,31
2,82,1757714279775,1757714280068,0,-1,31
2,83,1757714279942,1757714280176,0,-1,31
2,84,1757714280109,1757714280426,0,-1,31
2,85,1757714280275,1757714280575,0,-1,31
2,86,1757714280442,1757714280725,0,-1,31
2,87,1757714280609,1757714280773,0,-1,31
2,88,1757714280775,1757714281084,0,-1,31
2,89,1757714280942,1757714281190,0,-1,31
2,90,1757714281109,1757714281338,0,-1,31
2,91,1757714281275,1757714281588,0,-1,31
2,92,1757714281442,1757714281695,0,-1,31
2,93,1757714281609,1757714281695,0,-1,31
2,94,1757714281775,1757714282101,0,-1,31
2,95,1757714281942,1757714282199,0,-1,31
2,96,1757714282109,1757714282358,0,-1,31
2,97,1757714282275,1757714282608,0,-1,31
2,98,1757714282442,1757714282757,0,-1,31
2,99,1757714282609,1757714282757,0,-1,31
2,100,1757714282775,1757714283120,0,-1,31
2,101,1757714282942,1757714283227,0,-1,31
2,102,1757714283109,1757714283376,0,-1,31
2,103,1757714283275,1757714283628,0,-1,31
2,104,1757714283442,1757714283727,0,-1,31
2,105,1757714283609,1757714283886,0,-1,31
2,106,1757714283775,1757714284136,0,-1,31
2,107,1757714283942,1757714284235,0,-1,31
2,108,1757714284109,1757714284384,0,-1,31
2,109,1757714284275,1757714284632,0,-1,31
2,110,1757714284442,1757714284789,0,-1,31
2,111,1757714284609,1757714284836,0,-1,31
2,112,1757714284775,1757714284836,0,-1,31
2,113,1757714284942,1757714285252,0,-1,31
2,114,1757714285109,1757714285401,0,-1,31
2,115,1757714285275,1757714285611,0,-1,31
2,116,1757714285442,1757714285761,0,-1,31
2,117,1757714285609,1757714285961,0,-1,31
2,117,1757714285609,1757714285961,0,-1,31
2,118,1757714285775,1757714286011,0,-1,31
2,120,1757714286109,1757714286423,0,-1,31
2,120,1757714286109,1757714286423,0,-1,31
2,121,1757714286275,1757714286571,0,-1,31
2,122,1757714286442,1757714286820,0,-1,31
2,124,1757714286775,1757714286970,0,-1,31
2,125,1757714286942,1757714287283,0,-1,31
2,126,1757714287109,1757714287431,0,-1,31
2,127,1757714287275,1757714287579,0,-1,31
2,128,1757714287442,1757714287837,0,-1,31
2,129,1757714287609,1757714287987,0,-1,31
2,130,1757714287775,1757714288087,0,-1,31
2,131,1757714287942,1757714288300,0,-1,31
2,132,1757714288109,1757714288449,0,-1,31
2,132,1757714288109,1757714288449,0,-1,31
2,133,1757714288275,1757714288607,0,-1,31
2,134,1757714288442,1757714288859,0,-1,31
2,135,1757714288609,1757714288958,0,-1,31
2,137,1757714288942,1757714289326,0,-1,31
2,138,1757714289109,1757714289474,0,-1,31
2,139,1757714289275,1757714289623,0,-1,31
2,140,1757714289442,1757714289875,0,-1,31
2,141,1757714289609,1757714289974,0,-1,31
2,142,1757714289775,1757714290133,0,-1,31
2,143,1757714289942,1757714290333,0,-1,31
2,144,1757714290109,1757714290483,0,-1,31
2,145,1757714290275,1757714290683,0,-1,31
2,145,1757714290275,1757714290683,0,-1,31
2,147,1757714290609,1757714291037,0,-1,31
2,147,1757714290609,1757714291037,0,-1,31
2,148,1757714290775,1757714291186,0,-1,31
2,149,1757714290942,1757714291353,0,-1,31
2,150,1757714291109,1757714291502,0,-1,31
2,151,1757714291275,1757714291712,0,-1,31
2,152,1757714291442,1757714291861,0,-1,31
2,153,1757714291609,1757714292057,0,-1,31
2,154,1757714291775,1757714292205,0,-1,31
2,155,1757714291942,1757714292368,0,-1,31
2,156,1757714292109,1757714292526,0,-1,31
2,157,1757714292275,1757714292674,0,-1,31
2,158,1757714292442,1757714292823,0,-1,31
2,159,1757714292609,1757714293073,0,-1,31
2,161,1757714292942,1757714293385,0,-1,31
2,162,1757714293109,1757714293535,0,-1,31
2,163,1757714293275,1757714293735,0,-1,31
2,164,1757714293442,1757714293883,0,-1,31
2,165,1757714293609,1757714294090,0,-1,31
2,166,1757714293775,1757714294189,0,-1,31
2,167,1757714293942,1757714294404,0,-1,31
2,168,1757714294109,1757714294555,0,-1,31
2,169,1757714294275,1757714294765,0,-1,31
2,170,1757714294442,1757714294912,0,-1,31
2,171,1757714294609,1757714295060,0,-1,31
2,172,1757714294775,1757714295208,0,-1,31
2,172,1757714294775,1757714295208,0,-1,31
2,173,1757714294942,1757714295419,0,-1,31
2,174,1757714295109,1757714295579,0,-1,31
2,175,1757714295275,1757714295728,0,-1,31
2,176,1757714295442,1757714295928,0,-1,31
2,177,1757714295609,1757714296079,0,-1,31
2,178,1757714295775,1757714296237,0,-1,31
2,179,1757714295942,1757714296337,0,-1,31
2,180,1757714296109,1757714296337,0,-1,31
2,181,1757714296275,1757714296337,0,-1,31
2,182,1757714296442,1757714296945,0,-1,31
2,183,1757714296609,1757714297102,0,-1,31
2,184,1757714296775,1757714297250,0,-1,31
2,185,1757714296942,1757714297454,0,-1,31
2,186,1757714297109,1757714297602,0,-1,31
2,187,1757714297275,1757714297750,0,-1,31
2,188,1757714297442,1757714297907,0,-1,31
2,188,1757714297442,1757714297907,0,-1,31
2,190,1757714297775,1757714298205,0,-1,31
2,191,1757714297942,1757714298455,0,-1,31
2,191,1757714297942,1757714298455,0,-1,31
2,192,1757714298109,1757714298455,0,-1,31
2,193,1757714298275,1757714298455,0,-1,31
2,195,1757714298609,1757714299132,0,-1,31
2,195,1757714298609,1757714299132,0,-1,31
2,197,1757714298942,1757714299439,0,-1,31
2,198,1757714299109,1757714299439,0,-1,31
2,199,1757714299275,1757714299439,0,-1,31
2,200,1757714299442,1757714299946,0,-1,31
2,201,1757714299609,1757714300152,0,-1,31
2,202,1757714299775,1757714300300,0,-1,31
2,203,1757714299942,1757714300449,0,-1,31
2,204,1757714300109,1757714300449,0,-1,31
2,206,1757714300442,1757714300972,0,-1,31
2,206,1757714300442,1757714300972,0,-1,31
2,208,1757714300775,1757714301271,0,-1,31
2,209,1757714300942,1757714301420,0,-1,31
2,209,1757714300942,1757714301420,0,-1,31
2,210,1757714301109,1757714301580,0,-1,31
2,211,1757714301275,1757714301580,0,-1,31
2,212,1757714301442,1757714301981,0,-1,31
2,214,1757714301775,1757714302281,0,-1,31
2,215,1757714301942,1757714302439,0,-1,31
2,216,1757714302109,1757714302589,0,-1,31
2,217,1757714302275,1757714302589,0,-1,31
2,218,1757714302442,1757714302996,0,-1,31
2,218,1757714302442,1757714302996,0,-1,31
2,219,1757714302609,1757714303195,0,-1,31
2,220,1757714302775,1757714303304,0,-1,31
2,221,1757714302942,1757714303504,0,-1,31
2,222,1757714303109,1757714303654,0,-1,31
2,223,1757714303275,1757714303654,0,-1,31
2,224,1757714303442,1757714304024,0,-1,31
2,225,1757714303609,1757714304172,0,-1,31
2,225,1757714303609,1757714304172,0,-1,31
2,226,1757714303775,1757714304367,0,-1,31
2,227,1757714303942,1757714304515,0,-1,31
2,228,1757714304109,1757714304664,0,-1,31
2,230,1757714304442,1757714305038,0,-1,31
2,230,1757714304442,1757714305038,0,-1,31
2,231,1757714304609,1757714305186,0,-1,31
2,232,1757714304775,1757714305383,0,-1,31
2,233,1757714304942,1757714305492,0,-1,31
2,234,1757714305109,1757714305693,0,-1,31
2,236,1757714305442,1757714306047,0,-1,31
2,236,1757714305442,1757714306047,0,-1,31
2,237,1757714305609,1757714306195,0,-1,31
2,238,1757714305775,1757714306403,0,-1,31
2,239,1757714305942,1757714306503,0,-1,31
2,240,1757714306109,1757714306652,0,-1,31
2,241,1757714306275,1757714306652,0,-1,31
2,242,1757714306442,1757714307071,0,-1,31
2,243,1757714306609,1757714307220,0,-1,31
2,244,1757714306775,1757714307418,0,-1,31
2,246,1757714307109,1757714307666,0,-1,31
2,246,1757714307109,1757714307666,0,-1,31
2,247,1757714307275,1757714307666,0,-1,31
2,248,1757714307442,1757714308029,0,-1,31
2,249,1757714307609,1757714308238,0,-1,31
2,250,1757714307775,1757714308386,0,-1,31
2,251,1757714307942,1757714308587,0,-1,31
2,253,1757714308275,1757714308745,0,-1,31
2,254,1757714308442,1757714309098,0,-1,31
2,255,1757714308609,1757714309246,0,-1,31
2,256,1757714308775,1757714309404,0,-1,31
2,257,1757714308942,1757714309606,0,-1,31
2,258,1757714309109,1757714309754,0,-1,31
2,259,1757714309275,1757714309854,0,-1,31
2,260,1757714309442,1757714310063,0,-1,31
2,261,1757714309609,1757714310273,0,-1,31
2,262,1757714309775,1757714310421,0,-1,31
2,263,1757714309942,1757714310570,0,-1,31
2,264,1757714310109,1757714310771,0,-1,31
2,265,1757714310275,1757714310930,0,-1,31
2,266,1757714310442,1757714311080,0,-1,31
2,267,1757714310609,1757714311280,0,-1,31
2,268,1757714310775,1757714311428,0,-1,31
2,269,1757714310942,1757714311626,0,-1,31
2,270,1757714311109,1757714311735,0,-1,31
2,271,1757714311275,1757714311885,0,-1,31
2,272,1757714311442,1757714312096,0,-1,31
2,273,1757714311609,1757714312295,0,-1,31
2,274,1757714311775,1757714312453,0,-1,31
2,275,1757714311942,1757714312651,0,-1,31
2,276,1757714312109,1757714312751,0,-1,31
2,277,1757714312275,1757714312900,0,-1,31
2,278,1757714312442,1757714313113,0,-1,31
2,279,1757714312609,1757714313322,0,-1,31
2,280,1757714312775,1757714313470,0,-1,31
2,281,1757714312942,1757714313620,0,-1,31
2,282,1757714313109,1757714313821,0,-1,31
2,283,1757714313275,1757714313979,0,-1,31
2,284,1757714313442,1757714314131,0,-1,31
2,285,1757714313609,1757714314331,0,-1,31
2,286,1757714313775,1757714314479,0,-1,31
2,287,1757714313942,1757714314629,0,-1,31
2,288,1757714314109,1757714314836,0,-1,31
2,289,1757714314275,1757714314985,0,-1,31
2,290,1757714314442,1757714315147,0,-1,31
2,291,1757714314609,1757714315245,0,-1,31
2,292,1757714314775,1757714315495,0,-1,31
2,293,1757714314942,1757714315652,0,-1,31
2,294,1757714315109,1757714315802,0,-1,31
2,294,1757714315109,1757714315802,0,-1,31
2,295,1757714315275,1757714316002,0,-1,31
2,296,1757714315442,1757714316153,0,-1,31
2,297,1757714315609,1757714316201,0,-1,31
2,298,1757714315775,1757714316201,0,-1,31
2,299,1757714315942,1757714316672,0,-1,31
2,300,1757714316109,1757714316779,0,-1,31
2,301,1757714316275,1757714316928,0,-1,31
2,301,1757714316275,1757714316928,0,-1,31
2,303,1757714316609,1757714317287,0,-1,31
2,304,1757714316775,1757714317287,0,-1,31
2,305,1757714316942,1757714317689,0,-1,31
2,306,1757714317109,1757714317797,0,-1,31
2,307,1757714317275,1757714317947,0,-1,31
2,308,1757714317442,1757714318197,0,-1,31
2,309,1757714317609,1757714318297,0,-1,31
2,310,1757714317775,1757714318297,0,-1,31
2,311,1757714317942,1757714318707,0,-1,31
2,312,1757714318109,1757714318867,0,-1,31
2,313,1757714318275,1757714319017,0,-1,31
2,314,1757714318442,1757714319218,0,-1,31
2,314,1757714318442,1757714319218,0,-1,31
2,316,1757714318775,1757714319375,0,-1,31
2,317,1757714318942,1757714319723,0,-1,31
2,317,1757714318942,1757714319723,0,-1,31
2,318,1757714319109,1757714319822,0,-1,31
2,319,1757714319275,1757714319970,0,-1,31
2,320,1757714319442,1757714320228,0,-1,31
2,321,1757714319609,1757714320377,0,-1,31
2,322,1757714319775,1757714320424,0,-1,31
2,323,1757714319942,1757714320742,0,-1,31
2,324,1757714320109,1757714320850,0,-1,31
2,325,1757714320275,1757714320999,0,-1,31
2,326,1757714320442,1757714321251,0,-1,31
2,327,1757714320609,1757714321350,0,-1,31
2,328,1757714320775,1757714321350,0,-1,31
2,329,1757714320942,1757714321350,0,-1,31
2,330,1757714321109,1757714321862,0,-1,31
2,331,1757714321275,1757714322010,0,-1,31
2,332,1757714321442,1757714322158,0,-1,31
2,333,1757714321609,1757714322408,0,-1,31
2,334,1757714321775,1757714322567,0,-1,31
2,334,1757714321775,1757714322567,0,-1,31
2,335,1757714321942,1757714322567,0,-1,31
2,337,1757714322275,1757714323019,0,-1,31
2,338,1757714322442,1757714323177,0,-1,31
2,339,1757714322609,1757714323425,0,-1,31
2,340,1757714322775,1757714323573,0,-1,31
2,341,1757714322942,1757714323621,0,-1,31
2,342,1757714323109,1757714323890,0,-1,31
2,343,1757714323275,1757714324048,0,-1,31
2,344,1757714323442,1757714324197,0,-1,31
2,345,1757714323609,1757714324449,0,-1,31
2,346,1757714323775,1757714324548,0,-1,31
2,347,1757714323942,1757714324548,0,-1,31
2,349,1757714324275,1757714325063,0,-1,31
2,350,1757714324442,1757714325212,0,-1,31
2,351,1757714324609,1757714325463,0,-1,31
2,352,1757714324775,1757714325572,0,-1,31
2,352,1757714324775,1757714325572,0,-1,31
2,353,1757714324942,1757714325572,0,-1,31
2,354,1757714325109,1757714325921,0,-1,31
2,355,1757714325275,1757714326069,0,-1,31
2,356,1757714325442,1757714326227,0,-1,31
2,357,1757714325609,1757714326478,0,-1,31
2,358,1757714325775,1757714326626,0,-1,31
2,359,1757714325942,1757714326726,0,-1,31
2,361,1757714326275,1757714327098,0,-1,31
2,362,1757714326442,1757714327246,0,-1,31
2,363,1757714326609,1757714327394,0,-1,31
2,364,1757714326775,1757714327643,0,-1,31
2,365,1757714326942,1757714327791,0,-1,31
2,366,1757714327109,1757714327966,0,-1,31
2,367,1757714327275,1757714328167,0,-1,31
2,368,1757714327442,1757714328267,0,-1,31
2,369,1757714327609,1757714328416,0,-1,31
2,370,1757714327775,1757714328676,0,-1,31
2,371,1757714327942,1757714328776,0,-1,31
2,371,1757714327942,1757714328776,0,-1,31
2,372,1757714328109,1757714328972,0,-1,31
2,374,1757714328442,1757714329269,0,-1,31
2,374,1757714328442,1757714329269,0,-1,31
2,375,1757714328609,1757714329478,0,-1,31
2,376,1757714328775,1757714329679,0,-1,31
2,378,1757714329109,1757714329989,0,-1,31
2,379,1757714329275,1757714330147,0,-1,31
2,380,1757714329442,1757714330295,0,-1,31
2,381,1757714329609,1757714330444,0,-1,31
2,382,1757714329775,1757714330696,0,-1,31
2,383,1757714329942,1757714330795,0,-1,31
2,383,1757714329942,1757714330795,0,-1,31
2,385,1757714330275,1757714330953,0,-1,31
2,385,1757714330275,1757714330953,0,-1,31
2,386,1757714330442,1757714330953,0,-1,31
2,387,1757714330609,1757714331515,0,-1,31
2,388,1757714330775,1757714331673,0,-1,31
2,389,1757714330942,1757714331875,0,-1,31
2,391,1757714331275,1757714332023,0,-1,31
2,392,1757714331442,1757714332023,0,-1,31
2,393,1757714331609,1757714332539,0,-1,31
2,393,1757714331609,1757714332539,0,-1,31
2,394,1757714331775,1757714332688,0,-1,31
2,395,1757714331942,1757714332838,0,-1,31
2,396,1757714332109,1757714333038,0,-1,31
2,397,1757714332275,1757714333038,0,-1,31
2,398,1757714332442,1757714333038,0,-1,31
2,399,1757714332609,1757714333559,0,-1,31
2,400,1757714332775,1757714333659,0,-1,31
2,401,1757714332942,1757714333808,0,-1,31
2,402,1757714333109,1757714334068,0,-1,31
2,403,1757714333275,1757714334068,0,-1,31
2,404,1757714333442,1757714334068,0,-1,31
2,406,1757714333775,1757714334668,0,-1,31
2,407,1757714333942,1757714334826,0,-1,31
2,409,1757714334275,1757714335078,0,-1,31
2,410,1757714334442,1757714335078,0,-1,31
2,411,1757714334609,1757714335543,0,-1,31
2,412,1757714334775,1757714335741,0,-1,31
2,413,1757714334942,1757714335890,0,-1,31
2,414,1757714335109,1757714336040,0,-1,31
2,415,1757714335275,1757714336140,0,-1,31
2,416,1757714335442,1757714336140,0,-1,31
2,417,1757714335609,1757714336563,0,-1,31
2,418,1757714335775,1757714336711,0,-1,31
2,419,1757714335942,1757714336912,0,-1,31
2,420,1757714336109,1757714337070,0,-1,31
2,421,1757714336275,1757714337170,0,-1,31
2,422,1757714336442,1757714337170,0,-1,31
2,423,1757714336609,1757714337570,0,-1,31
2,423,1757714336609,1757714337570,0,-1,31
2,424,1757714336775,1757714337765,0,-1,31
2,425,1757714336942,1757714337922,0,-1,31
2,426,1757714337109,1757714338070,0,-1,31
2,427,1757714337275,1757714338219,0,-1,31
2,429,1757714337609,1757714338594,0,-1,31
2,430,1757714337775,1757714338791,0,-1,31
2,431,1757714337942,1757714338890,0,-1,31
2,432,1757714338109,1757714339039,0,-1,31
2,433,1757714338275,1757714339290,0,-1,31
2,434,1757714338442,1757714339290,0,-1,31
2,435,1757714338609,1757714339610,0,-1,31
2,436,1757714338775,1757714339758,0,-1,31
2,437,1757714338942,1757714339955,0,-1,31
2,438,1757714339109,1757714340104,0,-1,31
2,439,1757714339275,1757714340263,0,-1,31
2,440,1757714339442,1757714340363,0,-1,31
2,441,1757714339609,1757714340617,0,-1,31
2,442,1757714339775,1757714340815,0,-1,31
2,443,1757714339942,1757714340924,0,-1,31
2,444,1757714340109,1757714341072,0,-1,31
2,445,1757714340275,1757714341325,0,-1,31
2,446,1757714340442,1757714341424,0,-1,31
2,447,1757714340609,1757714341636,0,-1,31
2,448,1757714340775,1757714341793,0,-1,31
2,448,1757714340775,1757714341793,0,-1,31
2,450,1757714341109,1757714342143,0,-1,31
2,451,1757714341275,1757714342292,0,-1,31
2,452,1757714341442,1757714342503,0,-1,31
2,453,1757714341609,1757714342654,0,-1,31
2,454,1757714341775,1757714342803,0,-1,31
2,455,1757714341942,1757714343003,0,-1,31
2,456,1757714342109,1757714343102,0,-1,31
2,457,1757714342275,1757714343260,0,-1,31
2,458,1757714342442,1757714343510,0,-1,31
2,459,1757714342609,1757714343669,0,-1,31
2,460,1757714342775,1757714343817,0,-1,31
2,461,1757714342942,1757714343976,0,-1,31
2,462,1757714343109,1757714344176,0,-1,31
2,463,1757714343275,1757714344326,0,-1,31
2,464,1757714343442,1757714344475,0,-1,31
2,465,1757714343609,1757714344688,0,-1,31
2,466,1757714343775,1757714344846,0,-1,31
2,467,1757714343942,1757714344995,0,-1,31
2,468,1757714344109,1757714345143,0,-1,31
2,469,1757714344275,1757714345291,0,-1,31
2,470,1757714344442,1757714345439,0,-1,31
2,471,1757714344609,1757714345651,0,-1,31
2,472,1757714344775,1757714345857,0,-1,31
2,473,1757714344942,1757714346006,0,-1,31
2,474,1757714345109,1757714346207,0,-1,31
2,475,1757714345275,1757714346315,0,-1,31
2,476,1757714345442,1757714346464,0,-1,31
2,477,1757714345609,1757714346668,0,-1,31
2,478,1757714345775,1757714346869,0,-1,31
2,479,1757714345942,1757714347019,0,-1,31
2,480,1757714346109,1757714347227,0,-1,31
2,481,1757714346275,1757714347325,0,-1,31
2,482,1757714346442,1757714347474,0,-1,31
2,483,1757714346609,1757714347685,0,-1,31
2,484,1757714346775,1757714347894,0,-1,31
2,485,1757714346942,1757714348043,0,-1,31
2,486,1757714347109,1757714348241,0,-1,31
2,487,1757714347275,1757714348339,0,-1,31
2,488,1757714347442,1757714348488,0,-1,31
2,489,1757714347609,1757714348702,0,-1,31
2,490,1757714347775,1757714348901,0,-1,31
2,491,1757714347942,1757714349050,0,-1,31
2,492,1757714348109,1757714349248,0,-1,31
2,493,1757714348275,1757714349356,0,-1,31
2,494,1757714348442,1757714349556,0,-1,31
2,495,1757714348609,1757714349719,0,-1,31
2,496,1757714348775,1757714349818,0,-1,31
2,497,1757714348942,1757714350067,0,-1,31
2,498,1757714349109,1757714350226,0,-1,31
2,499,1757714349275,1757714350427,0,-1,31
2,500,1757714349442,1757714350527,0,-1,31
2,501,1757714349609,1757714350735,0,-1,31
2,502,1757714349775,1757714350844,0,-1,31
2,503,1757714349942,1757714351093,0,-1,31
2,504,1757714350109,1757714351242,0,-1,31
2,505,1757714350275,1757714351392,0,-1,31
2,506,1757714350442,1757714351592,0,-1,31
2,507,1757714350609,1757714351751,0,-1,31
2,508,1757714350775,1757714351801,0,-1,31
2,509,1757714350942,1757714351801,0,-1,31
2,510,1757714351109,1757714352262,0,-1,31
2,511,1757714351275,1757714352412,0,-1,31
2,512,1757714351442,1757714352622,0,-1,31
2,513,1757714351609,1757714352771,0,-1,31
2,514,1757714351775,1757714352771,0,-1,31
2,515,1757714351942,1757714352771,0,-1,31
2,516,1757714352109,1757714353277,0,-1,31
2,517,1757714352275,1757714353437,0,-1,31
2,518,1757714352442,1757714353586,0,-1,31
2,519,1757714352609,1757714353786,0,-1,31
2,520,1757714352775,1757714353886,0,-1,31
2,521,1757714352942,1757714353886,0,-1,31
2,522,1757714353109,1757714354295,0,-1,31
2,523,1757714353275,1757714354404,0,-1,31
2,524,1757714353442,1757714354552,0,-1,31
2,525,1757714353609,1757714354811,0,-1,31
2,526,1757714353775,1757714354858,0,-1,31
2,528,1757714354109,1757714355311,0,-1,31
2,529,1757714354275,1757714355409,0,-1,31
2,530,1757714354442,1757714355567,0,-1,31
2,531,1757714354609,1757714355816,0,-1,31
2,532,1757714354775,1757714355965,0,-1,31
2,533,1757714354942,1757714355965,0,-1,31
2,533,1757714354942,1757714355965,0,-1,31
